multi_query_id,query_id,selected_plans,total_cost
0,0,q_0_0,-4697.0
0,1,"q_0_1,q_0_10,q_0_11,q_0_12,q_0_13,q_0_15,q_0_18",-4697.0
0,2,"q_0_2,q_0_20",-4697.0
0,3,q_0_3,-4697.0
0,4,q_0_4,-4697.0
0,5,q_0_5,-4697.0
0,6,q_0_6,-4697.0
0,7,q_0_7,-4697.0
1,0,q_1_0,-4697.0
1,1,"q_1_1,q_1_10,q_1_11,q_1_13,q_1_14,q_1_17",-4697.0
1,2,q_1_2,-4697.0
1,4,q_1_4,-4697.0
1,5,q_1_5,-4697.0
1,6,q_1_6,-4697.0
1,7,q_1_7,-4697.0
2,0,q_2_0,-4697.0
2,1,"q_2_1,q_2_10,q_2_12,q_2_13,q_2_14,q_2_15,q_2_16,q_2_17,q_2_19",-4697.0
2,2,q_2_2,-4697.0
2,4,q_2_4,-4697.0
2,5,q_2_5,-4697.0
2,6,q_2_6,-4697.0
2,7,q_2_7,-4697.0
3,0,q_3_0,-4697.0
3,1,"q_3_1,q_3_10,q_3_12,q_3_14,q_3_17",-4697.0
3,2,q_3_2,-4697.0
3,3,q_3_3,-4697.0
3,5,q_3_5,-4697.0
4,0,q_4_0,-4697.0
4,1,"q_4_1,q_4_10,q_4_11,q_4_12,q_4_14,q_4_15,q_4_17,q_4_18,q_4_19",-4697.0
4,2,q_4_2,-4697.0
4,3,q_4_3,-4697.0
4,4,q_4_4,-4697.0
4,5,q_4_5,-4697.0
4,7,q_4_7,-4697.0
5,0,q_5_0,-4697.0
5,1,"q_5_1,q_5_10,q_5_11,q_5_12,q_5_14,q_5_16,q_5_17,q_5_19",-4697.0
5,3,q_5_3,-4697.0
5,4,q_5_4,-4697.0
6,1,"q_6_10,q_6_11,q_6_12,q_6_13,q_6_15,q_6_18,q_6_19",-4697.0
6,2,"q_6_2,q_6_20",-4697.0
6,3,q_6_3,-4697.0
6,4,q_6_4,-4697.0
6,5,q_6_5,-4697.0
6,6,q_6_6,-4697.0
6,7,q_6_7,-4697.0
7,0,q_7_0,-4697.0
7,1,"q_7_11,q_7_12,q_7_13,q_7_14,q_7_15,q_7_16,q_7_18,q_7_19",-4697.0
7,2,q_7_2,-4697.0
7,3,q_7_3,-4697.0
7,4,q_7_4,-4697.0
7,5,q_7_5,-4697.0
8,0,q_8_0,-4697.0
8,1,"q_8_1,q_8_10,q_8_12,q_8_13,q_8_14,q_8_15,q_8_16",-4697.0
8,2,q_8_2,-4697.0
8,4,q_8_4,-4697.0
8,5,q_8_5,-4697.0
8,6,q_8_6,-4697.0
9,0,q_9_0,-4697.0
9,1,"q_9_1,q_9_10,q_9_11,q_9_12,q_9_13,q_9_14,q_9_15,q_9_16,q_9_17,q_9_18,q_9_19",-4697.0
9,2,"q_9_2,q_9_20,q_9_21",-4697.0
9,3,q_9_3,-4697.0
9,4,q_9_4,-4697.0
9,6,q_9_6,-4697.0
9,7,q_9_7,-4697.0
10,0,q_10_0,-4697.0
10,1,"q_10_1,q_10_11,q_10_12,q_10_18",-4697.0
10,3,q_10_3,-4697.0
10,4,q_10_4,-4697.0
10,5,q_10_5,-4697.0
10,6,q_10_6,-4697.0
11,0,q_11_0,-4697.0
11,1,"q_11_10,q_11_11,q_11_12,q_11_15,q_11_17,q_11_18,q_11_19",-4697.0
11,5,q_11_5,-4697.0
11,6,q_11_6,-4697.0
12,1,"q_12_10,q_12_11,q_12_13,q_12_14,q_12_15,q_12_16,q_12_17,q_12_18",-4697.0
12,3,q_12_3,-4697.0
12,4,q_12_4,-4697.0
12,5,q_12_5,-4697.0
12,6,q_12_6,-4697.0
12,7,q_12_7,-4697.0
13,0,q_13_0,-4697.0
13,1,"q_13_1,q_13_11,q_13_12,q_13_13,q_13_14,q_13_15,q_13_16",-4697.0
13,2,q_13_2,-4697.0
13,3,q_13_3,-4697.0
13,4,q_13_4,-4697.0
13,5,q_13_5,-4697.0
13,6,q_13_6,-4697.0
14,0,q_14_0,-4697.0
14,1,"q_14_1,q_14_11,q_14_12,q_14_13,q_14_16,q_14_17,q_14_18",-4697.0
14,3,q_14_3,-4697.0
14,4,q_14_4,-4697.0
14,5,q_14_5,-4697.0
14,6,q_14_6,-4697.0
15,0,q_15_0,-4697.0
15,1,"q_15_1,q_15_10,q_15_13,q_15_14,q_15_15,q_15_18",-4697.0
15,2,q_15_2,-4697.0
15,4,q_15_4,-4697.0
15,6,q_15_6,-4697.0
16,1,"q_16_1,q_16_10,q_16_11,q_16_12,q_16_13,q_16_14,q_16_15",-4697.0
16,2,q_16_2,-4697.0
16,3,q_16_3,-4697.0
16,4,q_16_4,-4697.0
17,0,q_17_0,-4697.0
17,1,"q_17_10,q_17_11,q_17_12,q_17_13,q_17_14,q_17_16",-4697.0
17,2,q_17_2,-4697.0
17,4,q_17_4,-4697.0
17,5,q_17_5,-4697.0
17,6,q_17_6,-4697.0
18,1,"q_18_1,q_18_10,q_18_11,q_18_13,q_18_14",-4697.0
18,2,q_18_2,-4697.0
18,3,q_18_3,-4697.0
18,4,q_18_4,-4697.0
18,6,q_18_6,-4697.0
19,0,q_19_0,-4697.0
19,1,"q_19_1,q_19_10,q_19_11,q_19_12,q_19_13",-4697.0
19,2,q_19_2,-4697.0
19,3,q_19_3,-4697.0
19,4,q_19_4,-4697.0
19,5,q_19_5,-4697.0
20,0,q_20_0,-4697.0
20,1,"q_20_1,q_20_10,q_20_12,q_20_13,q_20_15",-4697.0
20,2,q_20_2,-4697.0
20,3,q_20_3,-4697.0
20,4,q_20_4,-4697.0
20,5,q_20_5,-4697.0
20,6,q_20_6,-4697.0
21,0,q_21_0,-4697.0
21,1,"q_21_1,q_21_10,q_21_11,q_21_13,q_21_14,q_21_16,q_21_17",-4697.0
21,2,q_21_2,-4697.0
21,6,q_21_6,-4697.0
22,1,"q_22_1,q_22_10,q_22_11,q_22_12,q_22_13,q_22_14,q_22_15,q_22_16,q_22_17",-4697.0
22,2,q_22_2,-4697.0
22,3,q_22_3,-4697.0
22,4,q_22_4,-4697.0
22,6,q_22_6,-4697.0
22,7,q_22_7,-4697.0
23,1,"q_23_10,q_23_14,q_23_15,q_23_16,q_23_18",-4697.0
23,2,q_23_2,-4697.0
23,3,q_23_3,-4697.0
23,4,q_23_4,-4697.0
23,5,q_23_5,-4697.0
24,0,q_24_0,-4697.0
24,1,"q_24_1,q_24_10,q_24_11,q_24_12,q_24_14,q_24_17,q_24_18,q_24_19",-4697.0
24,2,q_24_2,-4697.0
24,5,q_24_5,-4697.0
24,6,q_24_6,-4697.0
24,7,q_24_7,-4697.0
25,0,q_25_0,-4697.0
25,1,"q_25_1,q_25_10,q_25_12,q_25_13,q_25_14,q_25_15,q_25_16",-4697.0
25,3,q_25_3,-4697.0
25,5,q_25_5,-4697.0
25,6,q_25_6,-4697.0
25,7,q_25_7,-4697.0
26,1,"q_26_1,q_26_10,q_26_11,q_26_13,q_26_15",-4697.0
26,2,q_26_2,-4697.0
26,3,q_26_3,-4697.0
26,4,q_26_4,-4697.0
26,5,q_26_5,-4697.0
27,0,q_27_0,-4697.0
27,1,"q_27_1,q_27_11,q_27_12,q_27_13,q_27_14,q_27_15,q_27_16,q_27_17",-4697.0
27,2,q_27_2,-4697.0
27,3,q_27_3,-4697.0
27,4,q_27_4,-4697.0
27,5,q_27_5,-4697.0
28,0,q_28_0,-4697.0
28,1,"q_28_1,q_28_11,q_28_12,q_28_14,q_28_15,q_28_18",-4697.0
28,2,q_28_2,-4697.0
28,3,q_28_3,-4697.0
28,4,q_28_4,-4697.0
28,5,q_28_5,-4697.0
28,6,q_28_6,-4697.0
28,7,q_28_7,-4697.0
29,0,q_29_0,-4697.0
29,1,"q_29_1,q_29_12,q_29_13,q_29_14,q_29_15,q_29_17",-4697.0
29,2,q_29_2,-4697.0
29,3,q_29_3,-4697.0
29,4,q_29_4,-4697.0
29,5,q_29_5,-4697.0
29,6,q_29_6,-4697.0
30,0,q_30_0,-4697.0
30,1,"q_30_1,q_30_12,q_30_13,q_30_14,q_30_15",-4697.0
30,2,q_30_2,-4697.0
30,3,q_30_3,-4697.0
30,4,q_30_4,-4697.0
30,5,q_30_5,-4697.0
30,6,q_30_6,-4697.0
31,0,q_31_0,-4697.0
31,1,"q_31_1,q_31_10,q_31_11,q_31_14,q_31_15,q_31_16",-4697.0
31,2,q_31_2,-4697.0
31,3,q_31_3,-4697.0
31,5,q_31_5,-4697.0
31,6,q_31_6,-4697.0
32,0,q_32_0,-4697.0
32,1,"q_32_1,q_32_10,q_32_11,q_32_13,q_32_14,q_32_15,q_32_16,q_32_18",-4697.0
32,4,q_32_4,-4697.0
32,5,q_32_5,-4697.0
33,0,q_33_0,-4697.0
33,1,"q_33_1,q_33_10,q_33_11,q_33_12,q_33_14,q_33_15,q_33_18,q_33_19",-4697.0
33,2,q_33_2,-4697.0
33,3,q_33_3,-4697.0
33,5,q_33_5,-4697.0
33,6,q_33_6,-4697.0
33,7,q_33_7,-4697.0
34,0,q_34_0,-4697.0
34,1,"q_34_1,q_34_11,q_34_13,q_34_14,q_34_15,q_34_16,q_34_17,q_34_18",-4697.0
34,2,q_34_2,-4697.0
34,3,q_34_3,-4697.0
34,4,q_34_4,-4697.0
34,6,q_34_6,-4697.0
34,7,q_34_7,-4697.0
35,0,q_35_0,-4697.0
35,1,"q_35_1,q_35_10,q_35_11,q_35_12,q_35_13,q_35_14,q_35_16,q_35_17,q_35_18,q_35_19",-4697.0
35,2,q_35_2,-4697.0
35,4,q_35_4,-4697.0
35,5,q_35_5,-4697.0
35,6,q_35_6,-4697.0
36,1,"q_36_1,q_36_10,q_36_11,q_36_12,q_36_13,q_36_15,q_36_16",-4697.0
36,2,q_36_2,-4697.0
36,5,q_36_5,-4697.0
36,6,q_36_6,-4697.0
37,1,"q_37_10,q_37_11,q_37_12,q_37_13,q_37_14,q_37_15,q_37_16",-4697.0
37,3,q_37_3,-4697.0
37,4,q_37_4,-4697.0
37,5,q_37_5,-4697.0
37,6,q_37_6,-4697.0
37,7,q_37_7,-4697.0
38,0,q_38_0,-4697.0
38,1,"q_38_1,q_38_10,q_38_11,q_38_12,q_38_13,q_38_14,q_38_15,q_38_16",-4697.0
38,2,q_38_2,-4697.0
38,4,q_38_4,-4697.0
38,5,q_38_5,-4697.0
38,6,q_38_6,-4697.0
38,7,q_38_7,-4697.0
39,1,"q_39_1,q_39_10,q_39_11,q_39_16,q_39_17",-4697.0
39,2,q_39_2,-4697.0
39,3,q_39_3,-4697.0
39,5,q_39_5,-4697.0
39,6,q_39_6,-4697.0
40,1,"q_40_1,q_40_11,q_40_13,q_40_14,q_40_16,q_40_17,q_40_18",-4697.0
40,3,q_40_3,-4697.0
40,5,q_40_5,-4697.0
40,7,q_40_7,-4697.0
41,1,"q_41_1,q_41_10,q_41_11,q_41_13,q_41_14,q_41_15,q_41_16,q_41_17,q_41_19",-4697.0
41,2,q_41_2,-4697.0
41,4,q_41_4,-4697.0
41,5,q_41_5,-4697.0
41,6,q_41_6,-4697.0
41,7,q_41_7,-4697.0
42,0,q_42_0,-4697.0
42,1,"q_42_1,q_42_11,q_42_12,q_42_13,q_42_14,q_42_16,q_42_17,q_42_18,q_42_19",-4697.0
42,2,q_42_2,-4697.0
42,4,q_42_4,-4697.0
42,6,q_42_6,-4697.0
43,0,q_43_0,-4697.0
43,1,"q_43_10,q_43_13,q_43_14,q_43_15,q_43_17,q_43_18,q_43_19",-4697.0
43,2,q_43_2,-4697.0
43,3,q_43_3,-4697.0
43,4,q_43_4,-4697.0
43,5,q_43_5,-4697.0
43,7,q_43_7,-4697.0
44,0,q_44_0,-4697.0
44,1,"q_44_1,q_44_10,q_44_13,q_44_14,q_44_15,q_44_16",-4697.0
44,2,q_44_2,-4697.0
44,3,q_44_3,-4697.0
44,4,q_44_4,-4697.0
44,5,q_44_5,-4697.0
44,6,q_44_6,-4697.0
45,0,q_45_0,-4697.0
45,1,"q_45_1,q_45_12,q_45_14",-4697.0
45,2,q_45_2,-4697.0
45,3,q_45_3,-4697.0
45,4,q_45_4,-4697.0
45,5,q_45_5,-4697.0
46,0,q_46_0,-4697.0
46,1,"q_46_1,q_46_10,q_46_11,q_46_12,q_46_13,q_46_15,q_46_16,q_46_17,q_46_18",-4697.0
46,3,q_46_3,-4697.0
46,5,q_46_5,-4697.0
46,6,q_46_6,-4697.0
47,1,"q_47_1,q_47_10,q_47_11,q_47_12,q_47_13,q_47_15,q_47_16,q_47_17,q_47_18,q_47_19",-4697.0
47,2,q_47_21,-4697.0
47,3,q_47_3,-4697.0
47,5,q_47_5,-4697.0
47,7,q_47_7,-4697.0
48,1,"q_48_1,q_48_11,q_48_12,q_48_13,q_48_14,q_48_15,q_48_16",-4697.0
48,3,q_48_3,-4697.0
48,4,q_48_4,-4697.0
48,5,q_48_5,-4697.0
48,6,q_48_6,-4697.0
49,1,"q_49_1,q_49_10,q_49_12,q_49_13,q_49_15,q_49_16",-4697.0
49,3,q_49_3,-4697.0
49,4,q_49_4,-4697.0
49,5,q_49_5,-4697.0
49,6,q_49_6,-4697.0
50,0,q_50_0,-4697.0
50,1,"q_50_1,q_50_10,q_50_11,q_50_12,q_50_15",-4697.0
50,2,q_50_2,-4697.0
50,3,q_50_3,-4697.0
50,4,q_50_4,-4697.0
50,5,q_50_5,-4697.0
50,6,q_50_6,-4697.0
51,0,q_51_0,-4697.0
51,1,"q_51_1,q_51_10,q_51_11,q_51_12,q_51_13,q_51_15,q_51_16",-4697.0
51,2,q_51_2,-4697.0
51,3,q_51_3,-4697.0
51,4,q_51_4,-4697.0
51,5,q_51_5,-4697.0
51,6,q_51_6,-4697.0
52,0,q_52_0,-4697.0
52,1,"q_52_1,q_52_12,q_52_13,q_52_14,q_52_15",-4697.0
52,2,q_52_2,-4697.0
52,3,q_52_3,-4697.0
52,5,q_52_5,-4697.0
52,6,q_52_6,-4697.0
53,0,q_53_0,-4697.0
53,1,"q_53_1,q_53_10,q_53_11,q_53_12,q_53_14,q_53_15,q_53_16,q_53_17,q_53_18,q_53_19",-4697.0
53,2,"q_53_2,q_53_20",-4697.0
53,5,q_53_5,-4697.0
53,7,q_53_7,-4697.0
54,0,q_54_0,-4697.0
54,1,"q_54_1,q_54_12,q_54_13,q_54_14,q_54_16",-4697.0
54,2,q_54_2,-4697.0
54,3,q_54_3,-4697.0
54,4,q_54_4,-4697.0
54,5,q_54_5,-4697.0
55,1,"q_55_1,q_55_10,q_55_11,q_55_12,q_55_13,q_55_15,q_55_16,q_55_18,q_55_19",-4697.0
55,2,"q_55_2,q_55_20,q_55_21",-4697.0
55,3,q_55_3,-4697.0
55,4,q_55_4,-4697.0
55,5,q_55_5,-4697.0
55,6,q_55_6,-4697.0
55,7,q_55_7,-4697.0
56,0,q_56_0,-4697.0
56,1,"q_56_1,q_56_10,q_56_11,q_56_13,q_56_14,q_56_15,q_56_16,q_56_17,q_56_19",-4697.0
56,2,q_56_2,-4697.0
56,4,q_56_4,-4697.0
56,5,q_56_5,-4697.0
56,6,q_56_6,-4697.0
56,7,q_56_7,-4697.0
57,0,q_57_0,-4697.0
57,1,"q_57_1,q_57_10,q_57_12,q_57_13,q_57_14,q_57_15,q_57_16,q_57_17,q_57_18",-4697.0
57,2,q_57_2,-4697.0
57,3,q_57_3,-4697.0
57,4,q_57_4,-4697.0
57,6,q_57_6,-4697.0
58,0,q_58_0,-4697.0
58,1,"q_58_1,q_58_10,q_58_11,q_58_12,q_58_13,q_58_14,q_58_15,q_58_16",-4697.0
58,2,q_58_2,-4697.0
58,3,q_58_3,-4697.0
58,4,q_58_4,-4697.0
58,5,q_58_5,-4697.0
58,6,q_58_6,-4697.0
59,1,"q_59_1,q_59_10,q_59_12,q_59_14,q_59_15,q_59_17,q_59_18",-4697.0
59,2,q_59_2,-4697.0
59,3,q_59_3,-4697.0
59,5,q_59_5,-4697.0
59,7,q_59_7,-4697.0
60,0,q_60_0,-4697.0
60,1,"q_60_1,q_60_10,q_60_11,q_60_12,q_60_13,q_60_14,q_60_15,q_60_16,q_60_17",-4697.0
60,2,q_60_2,-4697.0
60,3,q_60_3,-4697.0
60,5,q_60_5,-4697.0
60,6,q_60_6,-4697.0
61,1,"q_61_10,q_61_12,q_61_13,q_61_14,q_61_15,q_61_16,q_61_17,q_61_18,q_61_19",-4697.0
61,2,q_61_2,-4697.0
61,3,q_61_3,-4697.0
61,4,q_61_4,-4697.0
61,5,q_61_5,-4697.0
61,6,q_61_6,-4697.0
61,7,q_61_7,-4697.0
62,0,q_62_0,-4697.0
62,1,"q_62_1,q_62_10,q_62_13,q_62_14,q_62_16,q_62_17,q_62_18",-4697.0
62,2,"q_62_2,q_62_20",-4697.0
62,5,q_62_5,-4697.0
63,0,q_63_0,-4697.0
63,1,"q_63_1,q_63_12,q_63_13,q_63_14,q_63_15,q_63_16,q_63_17",-4697.0
63,2,q_63_2,-4697.0
63,3,q_63_3,-4697.0
63,6,q_63_6,-4697.0
64,1,"q_64_1,q_64_11,q_64_12,q_64_13,q_64_15,q_64_16,q_64_17,q_64_18",-4697.0
64,2,q_64_2,-4697.0
64,4,q_64_4,-4697.0
64,5,q_64_5,-4697.0
65,0,q_65_0,-4697.0
65,1,"q_65_1,q_65_11,q_65_12,q_65_17,q_65_18",-4697.0
65,2,"q_65_2,q_65_20",-4697.0
65,3,q_65_3,-4697.0
65,4,q_65_4,-4697.0
65,5,q_65_5,-4697.0
65,6,q_65_6,-4697.0
65,7,q_65_7,-4697.0
66,0,q_66_0,-4697.0
66,1,"q_66_10,q_66_13,q_66_14,q_66_17,q_66_18",-4697.0
66,2,q_66_2,-4697.0
66,3,q_66_3,-4697.0
66,4,q_66_4,-4697.0
66,5,q_66_5,-4697.0
67,0,q_67_0,-4697.0
67,1,"q_67_1,q_67_11,q_67_13,q_67_15,q_67_16,q_67_17,q_67_18",-4697.0
67,2,q_67_2,-4697.0
67,3,q_67_3,-4697.0
67,4,q_67_4,-4697.0
67,5,q_67_5,-4697.0
67,6,q_67_6,-4697.0
67,7,q_67_7,-4697.0
68,0,q_68_0,-4697.0
68,1,"q_68_1,q_68_10,q_68_12,q_68_13,q_68_14,q_68_15,q_68_17,q_68_18",-4697.0
68,2,"q_68_2,q_68_20,q_68_21,q_68_22",-4697.0
68,3,q_68_3,-4697.0
68,4,q_68_4,-4697.0
68,5,q_68_5,-4697.0
68,6,q_68_6,-4697.0
68,7,q_68_7,-4697.0
69,0,q_69_0,-4697.0
69,1,"q_69_1,q_69_10,q_69_13,q_69_14,q_69_15,q_69_16,q_69_17",-4697.0
69,2,q_69_2,-4697.0
69,3,q_69_3,-4697.0
69,4,q_69_4,-4697.0
69,5,q_69_5,-4697.0
69,6,q_69_6,-4697.0
69,7,q_69_7,-4697.0
70,1,"q_70_1,q_70_10,q_70_11,q_70_14",-4697.0
70,2,q_70_2,-4697.0
70,3,q_70_3,-4697.0
70,4,q_70_4,-4697.0
70,6,q_70_6,-4697.0
71,0,q_71_0,-4697.0
71,1,"q_71_1,q_71_10,q_71_11,q_71_12,q_71_13",-4697.0
71,3,q_71_3,-4697.0
71,5,q_71_5,-4697.0
71,6,q_71_6,-4697.0
72,1,"q_72_10,q_72_11,q_72_12,q_72_13,q_72_14,q_72_15,q_72_17,q_72_18,q_72_19",-4697.0
72,3,q_72_3,-4697.0
72,4,q_72_4,-4697.0
72,6,q_72_6,-4697.0
72,7,q_72_7,-4697.0
73,0,q_73_0,-4697.0
73,1,"q_73_1,q_73_10,q_73_11,q_73_12,q_73_14,q_73_16,q_73_17,q_73_18,q_73_19",-4697.0
73,2,"q_73_2,q_73_20,q_73_21",-4697.0
73,3,q_73_3,-4697.0
73,5,q_73_5,-4697.0
73,6,q_73_6,-4697.0
73,7,q_73_7,-4697.0
74,1,"q_74_10,q_74_11,q_74_13,q_74_15,q_74_17,q_74_19",-4697.0
74,2,"q_74_2,q_74_20",-4697.0
74,3,q_74_3,-4697.0
74,5,q_74_5,-4697.0
74,6,q_74_6,-4697.0
74,7,q_74_7,-4697.0
75,0,q_75_0,-4697.0
75,1,"q_75_1,q_75_10,q_75_11,q_75_12,q_75_13,q_75_14,q_75_15,q_75_16",-4697.0
75,3,q_75_3,-4697.0
75,4,q_75_4,-4697.0
75,5,q_75_5,-4697.0
75,6,q_75_6,-4697.0
76,0,q_76_0,-4697.0
76,1,"q_76_1,q_76_10,q_76_11,q_76_12,q_76_13,q_76_15,q_76_16,q_76_18",-4697.0
76,2,q_76_2,-4697.0
76,3,q_76_3,-4697.0
76,4,q_76_4,-4697.0
76,7,q_76_7,-4697.0
77,1,"q_77_1,q_77_10,q_77_14,q_77_15,q_77_16,q_77_17,q_77_18",-4697.0
77,2,q_77_21,-4697.0
77,4,q_77_4,-4697.0
77,5,q_77_5,-4697.0
77,7,q_77_7,-4697.0
78,0,q_78_0,-4697.0
78,1,"q_78_1,q_78_10,q_78_12,q_78_13,q_78_14,q_78_15,q_78_16,q_78_17,q_78_18",-4697.0
78,2,q_78_2,-4697.0
78,3,q_78_3,-4697.0
78,5,q_78_5,-4697.0
78,6,q_78_6,-4697.0
79,0,q_79_0,-4697.0
79,1,"q_79_1,q_79_10,q_79_11,q_79_13,q_79_16,q_79_18",-4697.0
79,3,q_79_3,-4697.0
79,4,q_79_4,-4697.0
79,5,q_79_5,-4697.0
79,6,q_79_6,-4697.0
79,7,q_79_7,-4697.0
80,0,q_80_0,-4697.0
80,1,"q_80_10,q_80_11,q_80_12,q_80_13,q_80_14,q_80_15,q_80_16,q_80_17,q_80_18",-4697.0
80,3,q_80_3,-4697.0
80,4,q_80_4,-4697.0
80,5,q_80_5,-4697.0
80,6,q_80_6,-4697.0
81,1,"q_81_1,q_81_10,q_81_11,q_81_12,q_81_13,q_81_14,q_81_15",-4697.0
81,2,q_81_2,-4697.0
81,6,q_81_6,-4697.0
82,0,q_82_0,-4697.0
82,1,"q_82_1,q_82_11,q_82_12,q_82_13,q_82_14",-4697.0
82,2,q_82_2,-4697.0
82,3,q_82_3,-4697.0
82,4,q_82_4,-4697.0
82,5,q_82_5,-4697.0
83,0,q_83_0,-4697.0
83,1,"q_83_1,q_83_10,q_83_11,q_83_12,q_83_13,q_83_14,q_83_15,q_83_16",-4697.0
83,2,q_83_2,-4697.0
83,3,q_83_3,-4697.0
83,4,q_83_4,-4697.0
83,5,q_83_5,-4697.0
83,6,q_83_6,-4697.0
84,0,q_84_0,-4697.0
84,1,"q_84_1,q_84_11,q_84_12,q_84_13,q_84_15,q_84_17",-4697.0
84,3,q_84_3,-4697.0
84,4,q_84_4,-4697.0
84,5,q_84_5,-4697.0
84,6,q_84_6,-4697.0
85,0,q_85_0,-4697.0
85,1,"q_85_1,q_85_10,q_85_12,q_85_13,q_85_14,q_85_15,q_85_16,q_85_18",-4697.0
85,2,q_85_2,-4697.0
85,3,q_85_3,-4697.0
85,4,q_85_4,-4697.0
85,5,q_85_5,-4697.0
85,6,q_85_6,-4697.0
85,7,q_85_7,-4697.0
86,1,"q_86_1,q_86_10,q_86_13,q_86_17",-4697.0
86,2,q_86_2,-4697.0
86,3,q_86_3,-4697.0
86,4,q_86_4,-4697.0
87,1,"q_87_11,q_87_12,q_87_13,q_87_14,q_87_15,q_87_16",-4697.0
87,3,q_87_3,-4697.0
87,5,q_87_5,-4697.0
87,6,q_87_6,-4697.0
87,7,q_87_7,-4697.0
88,0,q_88_0,-4697.0
88,1,"q_88_11,q_88_13,q_88_14,q_88_15,q_88_16,q_88_17,q_88_18,q_88_19",-4697.0
88,2,q_88_2,-4697.0
88,3,q_88_3,-4697.0
88,4,q_88_4,-4697.0
88,6,q_88_6,-4697.0
89,1,"q_89_1,q_89_10,q_89_11,q_89_12,q_89_15,q_89_16,q_89_17,q_89_18,q_89_19",-4697.0
89,2,q_89_2,-4697.0
89,4,q_89_4,-4697.0
89,6,q_89_6,-4697.0
89,7,q_89_7,-4697.0
90,1,"q_90_1,q_90_11,q_90_12,q_90_13,q_90_14,q_90_15",-4697.0
90,2,q_90_2,-4697.0
90,5,q_90_5,-4697.0
90,6,q_90_6,-4697.0
91,0,q_91_0,-4697.0
91,1,"q_91_1,q_91_10,q_91_11,q_91_12,q_91_15,q_91_16,q_91_17",-4697.0
91,2,q_91_2,-4697.0
91,3,q_91_3,-4697.0
91,4,q_91_4,-4697.0
91,5,q_91_5,-4697.0
91,6,q_91_6,-4697.0
92,0,q_92_0,-4697.0
92,1,"q_92_1,q_92_10,q_92_11,q_92_12,q_92_13,q_92_14,q_92_15,q_92_16,q_92_17,q_92_18",-4697.0
92,2,q_92_2,-4697.0
92,3,q_92_3,-4697.0
92,4,q_92_4,-4697.0
92,6,q_92_6,-4697.0
93,0,q_93_0,-4697.0
93,1,"q_93_1,q_93_11,q_93_12,q_93_13,q_93_14,q_93_15",-4697.0
93,2,q_93_2,-4697.0
93,3,q_93_3,-4697.0
93,6,q_93_6,-4697.0
94,1,"q_94_1,q_94_10,q_94_11,q_94_12,q_94_13,q_94_15,q_94_17,q_94_18,q_94_19",-4697.0
94,3,q_94_3,-4697.0
94,4,q_94_4,-4697.0
94,5,q_94_5,-4697.0
94,7,q_94_7,-4697.0
95,1,"q_95_1,q_95_10,q_95_11,q_95_12,q_95_13,q_95_14,q_95_15,q_95_17,q_95_19",-4697.0
95,2,"q_95_2,q_95_20,q_95_21",-4697.0
95,3,q_95_3,-4697.0
95,6,q_95_6,-4697.0
95,7,q_95_7,-4697.0
96,0,q_96_0,-4697.0
96,1,"q_96_1,q_96_10,q_96_11,q_96_12,q_96_13,q_96_15,q_96_16,q_96_19",-4697.0
96,2,q_96_20,-4697.0
96,3,q_96_3,-4697.0
96,4,q_96_4,-4697.0
96,6,q_96_6,-4697.0
97,1,"q_97_1,q_97_10,q_97_11,q_97_12,q_97_13,q_97_14,q_97_15,q_97_16",-4697.0
97,2,q_97_2,-4697.0
97,5,q_97_5,-4697.0
98,0,q_98_0,-4697.0
98,1,"q_98_1,q_98_10,q_98_11,q_98_13,q_98_14,q_98_15,q_98_17,q_98_18,q_98_19",-4697.0
98,2,"q_98_2,q_98_20",-4697.0
98,3,q_98_3,-4697.0
98,4,q_98_4,-4697.0
98,5,q_98_5,-4697.0
99,0,q_99_0,-4697.0
99,1,"q_99_1,q_99_11,q_99_12,q_99_13,q_99_14,q_99_15,q_99_16",-4697.0
99,3,q_99_3,-4697.0
99,5,q_99_5,-4697.0
99,6,q_99_6,-4697.0
